provider_ccn,hospital_name,state_code,city,fiscal_year_begin_date,fiscal_year_end_date,number_of_beds,total_costs,inpatient_total_charges,combined_outpatient_inpatient_total_charges,inpatient_revenue,total_patient_revenue,net_patient_revenue,less_total_operating_expense,net_income_from_service_to_patients
181331,MCDOWELL ARH,KY,MCDOWELL,07/01/2023,06/30/2024,25.0,25462128.0,21175469.0,91112639.0,16717550.0,91475903.0,26421303.0,27186804.0,-765501.0
184004,EASTERN STATE HOSPITAL,KY,LEXINGTON,07/01/2023,06/30/2024,195.0,58003325.0,57268789.0,57268789.0,73833833.0,73833833.0,56567070.0,65721160.0,-9154090.0
184015,CENTRAL STATE HOSPITAL,KY,LOUISVILLE,07/01/2023,06/30/2024,70.0,24414269.0,24571020.0,24571020.0,25997925.0,25997925.0,4794422.0,28102115.0,-23307693.0
190064,OUR LADY OF THE LAKE  RMC,LA,BATON ROUGE,07/01/2023,06/30/2024,647.0,1061786275.0,2100305812.0,4356242823.0,2105119694.0,4350153018.0,1448942077.0,1436814597.0,12127480.0
191304,NORTH CADDO MEDICAL CENTER,LA,VIVIAN,07/01/2023,06/30/2024,25.0,31723043.0,7116136.0,48078498.0,7144688.0,50583497.0,25384793.0,35505245.0,-10120452.0
210009,THE JOHNS HOPKINS HOSPITAL,MD,BALTIMORE,07/01/2023,06/30/2024,1042.0,2390361221.0,1874540957.0,3106044733.0,1892313000.0,3157213000.0,2590670000.0,3282484000.0,-691814000.0
210029,JOHNS HOPKINS BAYVIEW MED. CTR.,MD,BALTIMORE,07/01/2023,06/30/2024,417.0,601112042.0,500614681.0,828759658.0,510848292.0,848036000.0,684708000.0,788964000.0,-104256000.0
210049,UPPER CHESAPEAKE MEDICAL CENTER,MD,BEL AIR,07/01/2023,06/30/2024,203.0,286742346.0,242082490.0,431170042.0,242082487.0,441964881.0,370941069.0,351370808.0,19570261.0
230058,MUNSON HEALTHCARE GRAYLING HOSPITAL,MI,GRAYLING,07/01/2023,06/30/2024,42.0,80210771.0,49871205.0,253054950.0,56028385.0,260918000.0,91678751.0,95989073.0,-4310322.0
230093,COREWELL HEALTH BIG RAPIDS,MI,BIG RAPIDS,07/01/2023,06/30/2024,49.0,74894697.0,47271508.0,258017857.0,44317911.0,266390138.0,102516021.0,94147258.0,8368763.0
231300,PAUL OLIVER MEMORIAL HOSPITAL,MI,FRANKFORT,07/01/2023,06/30/2024,8.0,24147461.0,4114352.0,54863140.0,4116896.0,55588851.0,25488349.0,25094478.0,393871.0
231311,DECKERVILLE COMMUNITY HOSPITAL,MI,DECKERVILLE,07/01/2023,06/30/2024,15.0,9272920.0,301728.0,10750774.0,301728.0,11935521.0,9238360.0,10547613.0,-1309253.0
231330,MARLETTE REGIONAL HOSPITAL,MI,MARLETTE,07/01/2023,06/30/2024,25.0,34418874.0,8942766.0,62548449.0,9877690.0,69220297.0,43393927.0,44577245.0,-1183318.0
240002,ST. MARYS MEDICAL CENTER,MN,DULUTH,07/01/2023,06/30/2024,342.0,581742870.0,858188070.0,1391732578.0,870519293.0,1503774462.0,521589654.0,591760746.0,-70171092.0
240019,SMDC MEDICAL CENTER,MN,DULUTH,07/01/2023,06/30/2024,118.0,368238950.0,88273959.0,600952341.0,144848956.0,1327761650.0,546030110.0,611399008.0,-65368898.0
250001,UNIVERSITY OF MISSISSIPPI MEDICAL,MS,JACKSON,07/01/2023,06/30/2024,759.0,1074491987.0,2115774319.0,4267465036.0,2117310628.0,4264960104.0,1218692381.0,1189371775.0,29320606.0
260096,NORTH KANSAS CITY HOSPITAL,MO,NORTH KANSAS CITY,07/01/2023,06/30/2024,385.0,515825891.0,1268639193.0,2646273231.0,1280249216.0,2703514502.0,651169075.0,624737137.0,26431938.0
261328,NORTHWEST MEDICAL CENTER,MO,ALBANY,07/01/2023,06/30/2024,25.0,23290315.0,3194513.0,27470973.0,3487684.0,31082418.0,25655108.0,25147593.0,507515.0
262019,HEARTLAND LONG TERM ACUTE CARE HOSPI,MO,ST JOSEPH,07/01/2023,06/30/2024,39.0,16052765.0,41421429.0,41421963.0,41421430.0,41421964.0,9397447.0,13487613.0,-4090166.0
271317,LIVINGSTON HEALTHCARE,MT,LIVINGSTON,07/01/2023,06/30/2024,25.0,79076301.0,32445676.0,128670468.0,37117024.0,140277067.0,88282444.0,90540981.0,-2258537.0
271346,ROUNDUP MEMORIAL HEALTHCARE,MT,ROUNDUP,07/01/2023,06/30/2024,25.0,13446476.0,3738237.0,16953231.0,3802847.0,17984850.0,13895393.0,14119528.0,-224135.0
281304,THAYER COUNTY HEALTH SERVICES,NE,HEBRON,07/01/2023,06/30/2024,19.0,25772590.0,2302116.0,32776691.0,2560612.0,34647266.0,26092658.0,31097577.0,-5004919.0
281325,BROWN COUNTY HOSPITAL,NE,AINSWORTH,07/01/2023,06/30/2024,23.0,12022368.0,917033.0,12927404.0,920233.0,13344897.0,11401997.0,12818486.0,-1416489.0
281358,GORDON MEMORIAL HOSPITAL DISTRICT,NE,GORDON,07/01/2023,06/30/2024,25.0,17009481.0,6161458.0,28455729.0,6281479.0,29093265.0,16565038.0,17326367.0,-761329.0
290012,ST. ROSE DOMINICAN - DELIMA,NV,HENDERSON,07/01/2023,06/30/2024,10.0,25737158.0,9974297.0,220919775.0,9438709.0,220919775.0,26587501.0,31633506.0,-5046005.0
291304,PERSHING GENERAL HOSPITAL,NV,LOVELOCK,07/01/2023,06/30/2024,13.0,17035421.0,4797703.0,16070572.0,4797703.0,17499583.0,14863162.0,17808297.0,-2945135.0
330164,HIGHLAND HOSPITAL,NY,ROCHESTER,07/01/2023,06/30/2024,261.0,411955654.0,487350272.0,1181408537.0,533460454.0,1424661725.0,508381940.0,538528954.0,-30147014.0
341328,MURPHY MEDICAL CENTER,NC,MURPHY,07/01/2023,06/30/2024,25.0,59226667.0,17036630.0,182977253.0,16742127.0,183760555.0,61157952.0,67923894.0,-6765942.0
360006,RIVERSIDE METHODIST HOSPITAL,OH,COLUMBUS,07/01/2023,06/30/2024,766.0,1246740608.0,3484325500.0,5849048662.0,3484201663.0,5868686139.0,1731921467.0,1699678674.0,32242793.0
360008,SOUTHERN OHIO MEDICAL CENTER,OH,PORTSMOUTH,07/01/2023,06/30/2024,192.0,359362569.0,495251748.0,1511682309.0,495251748.0,1513211855.0,430628553.0,473295334.0,-42666781.0
360011,MARION GENERAL HOSPITAL,OH,MARION,07/01/2023,06/30/2024,179.0,243630336.0,335521628.0,1001413059.0,335310391.0,988935784.0,301333790.0,300187516.0,1146274.0
360012,ST. ANNS HOSPITAL,OH,WESTERVILLE,07/01/2023,06/30/2024,270.0,344453479.0,809942150.0,1517153155.0,821874243.0,1542962527.0,373834828.0,364098528.0,9736300.0
360014,OBLENESS MEMORIAL HOSPITAL,OH,ATHENS,07/01/2023,06/30/2024,67.0,99017644.0,103022950.0,477917951.0,103022948.0,488579009.0,170768282.0,127794720.0,42973562.0
360029,WOOD COUNTY HOSPITAL,OH,BOWLING GREEN,07/01/2023,06/30/2024,99.0,93158268.0,50302051.0,261877579.0,51388420.0,262963946.0,112318924.0,112542913.0,-223989.0
360035,MOUNT CARMEL HEALTH,OH,COLUMBUS,07/01/2023,06/30/2024,532.0,686031604.0,1938357086.0,3264750157.0,1958758042.0,3313118861.0,779995129.0,837436821.0,-57441692.0
360054,HOLZER,OH,GALLIPOLIS,07/01/2023,06/30/2024,148.0,203284299.0,146654737.0,644077905.0,146654738.0,660331294.0,226003721.0,195476508.0,30527213.0
360085,THE OHIO STATE UNIVERSITY HOSPITAL,OH,COLUMBUS,07/01/2023,06/30/2024,1010.0,1957917785.0,4500027787.0,9019529701.0,4529556550.0,8949404511.0,2330387307.0,2974293392.0,-643906085.0
360118,MEDCENTRAL HEALTH SYSTEM,OH,MANSFIELD,07/01/2023,06/30/2024,240.0,317551220.0,661740753.0,1425662148.0,661741982.0,1446647511.0,425809648.0,411624345.0,14185303.0
360163,THE CHRIST HOSPITAL,OH,CINCINNATI,07/01/2023,06/30/2024,442.0,877563305.0,1503284814.0,3393230121.0,1514145622.0,3447873372.0,1001071577.0,996753209.0,4318368.0
360170,BERGER HOSPITAL,OH,CIRCLEVILLE,07/01/2023,06/30/2024,83.0,102401437.0,84292511.0,386600918.0,84283860.0,386600314.0,133118741.0,111913722.0,21205019.0
360185,SALEM COMMUNITY HOSPITAL,OH,SALEM,07/01/2023,06/30/2024,87.0,84764054.0,43487318.0,247913780.0,43414139.0,280248486.0,106836372.0,127278295.0,-20441923.0
360210,GRADY MEMORIAL HOSPITAL,OH,DELAWARE,07/01/2023,06/30/2024,60.0,109046190.0,83084005.0,429700117.0,81792748.0,423914934.0,152363095.0,130315964.0,22047131.0
360242,ARTHUR G JAMES CANCER HOSPITAL,OH,COLUMBUS,07/01/2023,06/30/2024,356.0,1536655566.0,1872532437.0,5717831206.0,1872532437.0,5724768173.0,2178686839.0,1763518097.0,415168742.0
360266,MOUNT CARMEL NEW ALBANY HOSPITAL,OH,NEW ALBANY,07/01/2023,06/30/2024,60.0,69792505.0,121137574.0,346279231.0,121503347.0,348975839.0,92338673.0,77698945.0,14639728.0
360358,DILEY RIDGE MEDICAL CENTER,OH,CANAL WINCHESTER,07/01/2023,06/30/2024,10.0,14812365.0,3836886.0,103641728.0,3836886.0,105003123.0,24889628.0,15186631.0,9702997.0
361315,HARDIN MEMORIAL HOSPITAL,OH,KENTON,07/01/2023,06/30/2024,25.0,31488385.0,7311873.0,97298892.0,7332240.0,97320606.0,41470062.0,35913345.0,5556717.0
361320,HOLZER MEDICAL CENTER JACKSON,OH,JACKSON,07/01/2023,06/30/2024,24.0,27450233.0,12908426.0,91700014.0,12908426.0,91700014.0,29033412.0,21834762.0,7198650.0
361324,SHELBY MEMORIAL HOSPITAL,OH,SHELBY,07/01/2023,06/30/2024,21.0,32856907.0,20668253.0,89069535.0,20668254.0,89069202.0,39261275.0,35122900.0,4138375.0
362015,GRACE HOSPITAL,OH,CLEVELAND,07/01/2023,06/30/2024,17.0,7434713.0,13506371.0,13506371.0,13506371.0,13506371.0,5652338.0,8608514.0,-2956176.0
362037,REGENCY HOSPITAL OF COLUMBUS,OH,COLUMBUS,07/01/2023,06/30/2024,49.0,20230215.0,214716713.0,214716713.0,214716712.0,214716712.0,24056602.0,20593366.0,3463236.0
363037,OHIOHEALTH REHABILITATION HOSPITAL,OH,COLUMBUS,07/01/2023,06/30/2024,114.0,50775086.0,143251284.0,143251284.0,143251284.0,143251284.0,62219045.0,53467236.0,8751809.0
364044,LINDNER CENTER OF HOPE,OH,MASON,07/01/2023,06/30/2024,32.0,12791285.0,20143410.0,31685278.0,57206946.0,68726113.0,36659705.0,44243683.0,-7583978.0
370091,SAINT FRANCIS HOSPITAL,OK,TULSA,07/01/2023,06/30/2024,903.0,1082439667.0,2702338308.0,5304424900.0,2728680664.0,5753119509.0,1629323488.0,1434966756.0,194356732.0
390101,MEMORIAL HOSPITAL,PA,YORK,07/01/2023,06/30/2024,74.0,158872446.0,299010628.0,800199334.0,299010538.0,800199244.0,214340662.0,168064172.0,46276490.0
390102,UPMC ST MARGARET,PA,PITTSBURGH,07/01/2023,06/30/2024,179.0,216836159.0,586623146.0,1917956988.0,586239966.0,1869016922.0,257680925.0,305323985.0,-47643060.0
390107,UPMC PASSAVANT,PA,PITTSBURGH,07/01/2023,06/30/2024,366.0,343141581.0,1325481799.0,3406026605.0,1339222736.0,3237225395.0,440510417.0,501828137.0,-61317720.0
390114,UPMC MAGEE-WOMENS HOSPITAL,PA,PITTSBURGH,07/01/2023,06/30/2024,341.0,845600386.0,1256921907.0,6391152980.0,1314102602.0,6377896447.0,1337476629.0,1252169768.0,85306861.0
390179,THE CHESTER COUNTY HOSPITAL,PA,WEST CHESTER,07/01/2023,06/30/2024,309.0,477068092.0,961040649.0,2532140459.0,960581475.0,2590518329.0,501139787.0,567741881.0,-66602094.0
390233,UPMC HANOVER,PA,HANOVER,07/01/2023,06/30/2024,80.0,157664756.0,266696934.0,740017065.0,266696534.0,740017611.0,223993389.0,174111232.0,49882157.0
424013,WILLIAM J MCCORD TREATMENT FACILITY,SC,ORANGEBURG,07/01/2023,06/30/2024,,,,,,,,,
430014,AVERA ST. LUKES,SD,ABERDEEN,07/01/2023,06/30/2024,50.0,131453182.0,176300174.0,570231171.0,182859078.0,637239420.0,201274799.0,210787800.0,-9513001.0
430015,AVERA ST MARYS,SD,PIERRE,07/01/2023,06/30/2024,50.0,83830225.0,72774164.0,342979206.0,79021782.0,385445223.0,115631446.0,123213044.0,-7581598.0
430048,MONUMENT HEALTH SPEARFISH HOSPITAL,SD,SPEARFISH,07/01/2023,06/30/2024,24.0,88165641.0,52496648.0,297923930.0,65103185.0,372076835.0,124736307.0,119876355.0,4859952.0
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,SD,SIOUX FALLS,07/01/2023,06/30/2024,53.0,125551731.0,352991578.0,715147228.0,361625319.0,767422778.0,166625346.0,159626876.0,6998470.0
431308,EUREKA COMMUNITY HEALTH SERVICES,SD,EUREKA,07/01/2023,06/30/2024,4.0,4451340.0,686994.0,5287590.0,928580.0,5775370.0,4846608.0,5490417.0,-643809.0
431340,AVERA QUEEN OF PEACE,SD,MITCHELL,07/01/2023,06/30/2024,25.0,82265554.0,69693379.0,360818592.0,71539651.0,413747464.0,127479117.0,138203096.0,-10723979.0
434003,SOUTH DAKOTA HUMAN SERVICES CENTER,SD,YANKTON,07/01/2023,06/30/2024,68.0,13323450.0,11503125.0,11503125.0,62124902.0,62124902.0,62124902.0,62872071.0,-747169.0
444032,EAST TENNESSEE BEHAVIORAL HEALTH,TN,KNOXVILLE,07/01/2023,06/30/2024,90.0,18235643.0,34321600.0,35474680.0,34643326.0,35796406.0,12537521.0,21158984.0,-8621463.0
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,TX,LAKE JACKSON,07/01/2023,06/30/2024,80.0,101657869.0,204472140.0,784603555.0,204472141.0,784603556.0,109341207.0,98375544.0,10965663.0
451364,OTTO KAISER MEMORIAL HOSPITAL,TX,KENEDY,07/01/2023,06/30/2024,25.0,27921317.0,3127426.0,46710175.0,2425884.0,46150639.0,23852085.0,32712329.0,-8860244.0
460047,ST MARKS HOSPITAL,UT,SALT LAKE CITY,07/01/2023,06/30/2024,275.0,325616873.0,1437489929.0,3106121053.0,1444686209.0,3099818923.0,565855730.0,306995497.0,258860233.0
492001,LAKE TAYLOR TRANSITIONAL CARE HOSPIT,VA,NORFOLK,07/01/2023,06/30/2024,104.0,46916286.0,75694160.0,77418771.0,75734363.0,77418771.0,53302714.0,47954757.0,5347957.0
494010,NORTHERN VIRGINIA MENTAL HEALTH INST,VA,FALLS CHURCH,07/01/2023,06/30/2024,94.0,57042815.0,58914096.0,58914876.0,58805952.0,58805952.0,10138165.0,57394700.0,-47256535.0
494029,SOUTHWESTERN VA MENTAL HLTH INST IPT,VA,MARION,07/01/2023,06/30/2024,109.0,63040016.0,65813516.0,65813537.0,65670774.0,65670774.0,11696800.0,62189687.0,-50492887.0
510062,BECKLEY ARH,WV,BECKLEY,07/01/2023,06/30/2024,57.0,110418241.0,231453045.0,564120084.0,218304423.0,597285966.0,114561110.0,136857448.0,-22296338.0
511310,SUMMERS COUNTY ARH,WV,HINTON,07/01/2023,06/30/2024,25.0,20473369.0,14439954.0,56746532.0,12542340.0,56752969.0,17373222.0,22172150.0,-4798928.0
511313,BOONE MEMORIAL HOSPITAL,WV,MADISON,07/01/2023,06/30/2024,25.0,63853129.0,13481770.0,163208619.0,15190502.0,176291612.0,69684346.0,83609768.0,-13925422.0
520098,UNIVERSITY OF WI HOSPITALS & CLINICS,WI,MADISON,07/01/2023,06/30/2024,671.0,1894788310.0,3674109080.0,8321643577.0,4524326146.0,9124444929.0,3028814068.0,2893227198.0,135586870.0
33029,ENCOMPASS HEALTH REHABILITATION HOSP,AZ,TUCSON,08/01/2023,07/31/2024,60.0,18829458.0,31232098.0,31232098.0,31232098.0,31232098.0,21346052.0,21186337.0,159715.0
43301,ARKANSAS CHILDRENS NORTHWEST,AR,SPRINGDALE,07/01/2023,06/30/2024,25.0,97929800.0,44695480.0,224720841.0,43479480.0,238238234.0,114370747.0,107074510.0,7296237.0
50159,VENTURA COUNTY MEDICAL CENTER,CA,VENTURA,07/01/2023,06/30/2024,272.0,425476099.0,1159746721.0,1764522405.0,1234646887.0,2126815232.0,569736608.0,667599405.0,-97862797.0
50168,ST JUDE MEDICAL CENTER FULLERTON,CA,FULLERTON,07/01/2023,06/30/2024,290.0,813785537.0,1446092726.0,3406571516.0,1445801060.0,3402245991.0,680083484.0,948165174.0,-268081690.0
50276,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,MARTINEZ,07/01/2023,06/30/2024,124.0,652559321.0,305764650.0,659709684.0,314132213.0,871583927.0,717131135.0,829136165.0,-112005030.0
50295,MERCY HOSPITAL,CA,BAKERSFIELD,07/01/2023,06/30/2024,229.0,298123646.0,916295718.0,1761063238.0,931105224.0,1761063238.0,439128401.0,407437304.0,31691097.0
50308,EL CAMINO HOSPITAL,CA,MOUNTAIN VIEW,07/01/2023,06/30/2024,400.0,1086508832.0,3248379663.0,6208888800.0,3249647465.0,6210624073.0,1423256101.0,1277873256.0,145382845.0
50625,CEDARS-SINAI MEDICAL CENTER,CA,LOS ANGELES,07/01/2023,06/30/2024,908.0,3033928460.0,17021054826.0,27794731270.0,16684845950.0,27794731267.0,4341989347.0,4510162063.0,-168172716.0
51328,TAHOE FOREST HOSPITAL,CA,TRUCKEE,07/01/2023,06/30/2024,25.0,231221246.0,85976862.0,511706388.0,97629286.0,599231413.0,278891267.0,241727754.0,37163513.0
54125,SANTA BARBARA COUNTY MENTAL HEALTH,CA,SANTA BARBARA,07/01/2023,06/30/2024,16.0,13326546.0,11183255.0,11183255.0,11183255.0,11183255.0,4987048.0,12617661.0,-7630613.0
60130,UCHEALTH GRANDVIEW HOSPITAL,CO,COLORADO SPRINGS,07/01/2023,06/30/2024,22.0,43112495.0,26689660.0,331897082.0,20884808.0,332062671.0,48944451.0,49079695.0,-135244.0
100307,ASCENSION ST. VINCENTS SOUTHSIDE HO,FL,JACKSONVILLE,07/01/2023,06/30/2024,230.0,248040838.0,636746128.0,1539846668.0,650099911.0,1576617130.0,258345409.0,276217215.0,-17871806.0
104069,WEKIVA SPRINGS CENTER  LLC,FL,JACKSONVILLE,07/01/2023,06/30/2024,120.0,15780398.0,44308000.0,54334491.0,44308000.0,54334491.0,17838744.0,16260054.0,1578690.0
110030,PIEDMONT CARTERSVILLE MEDICAL CENTER,GA,CARTERSVILLE,07/01/2023,06/30/2024,130.0,170349598.0,668078366.0,1580003348.0,667953246.0,1580003347.0,203882031.0,184845736.0,19036295.0
110164,PIEDMONT MACON MEDICAL CENTER,GA,MACON,07/01/2023,06/30/2024,199.0,208972855.0,916661603.0,1672836295.0,916661604.0,1672836296.0,249447697.0,255065075.0,-5617378.0
110192,PIEDMONT EASTSIDE MEDICAL CENTER,GA,SNELLVILLE,07/01/2023,06/30/2024,218.0,245351350.0,1001489203.0,1884205169.0,1001489202.0,1884205166.0,299108876.0,280587413.0,18521463.0
110200,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,GA,COLUMBUS,07/01/2023,06/30/2024,95.0,107325335.0,325385694.0,727618778.0,325367631.0,727630613.0,145204466.0,113403104.0,31801362.0
123300,KAPIOLANI MED CTR FOR WOMEN & CHILDR,HI,HONOLULU,07/01/2023,06/30/2024,253.0,333970243.0,633503400.0,1028793444.0,635751541.0,1036250135.0,423172443.0,404161463.0,19010980.0
131303,ONEIDA COUNTY HOSPITAL,ID,MALAD CITY,07/01/2023,06/30/2024,11.0,15166285.0,4551494.0,23162816.0,4606906.0,24755185.0,16290469.0,16081224.0,209245.0
140083,LORETTO HOSPITAL,IL,CHICAGO,07/01/2023,06/30/2024,122.0,58113802.0,52739487.0,89988906.0,53274610.0,94773449.0,35081420.0,77572197.0,-42490777.0
140137,GREENVILLE REGIONAL HOSPITAL,IL,GREENVILLE,07/01/2023,06/30/2024,28.0,20846158.0,6716610.0,75978056.0,6749157.0,77193765.0,22551491.0,26045427.0,-3493936.0
140275,GENESIS MEDICAL CENTER - SILVIS,IL,SILVIS,07/01/2023,06/30/2024,145.0,92121542.0,70024631.0,313804271.0,71590364.0,325400124.0,105154667.0,105442490.0,-287823.0
141331,MARSHALL BROWNING HOSPITAL,IL,DUQUOIN,07/01/2023,06/30/2024,25.0,32596785.0,12881383.0,76089560.0,12952068.0,79484648.0,35587420.0,36573669.0,-986249.0
141346,FAYETTE COUNTY HOSPITAL,IL,VANDALIA,07/01/2023,06/30/2024,25.0,46045051.0,11696871.0,111728677.0,11983952.0,123243529.0,42528845.0,44300247.0,-1771402.0
150008,ST. CATHERINE HOSPITAL,IN,EAST CHICAGO,07/01/2023,06/30/2024,122.0,152440122.0,236827104.0,737309824.0,238992772.0,743816838.0,163513816.0,173568896.0,-10055080.0
150034,ST. MARY MEDICAL CENTER  INC.,IN,HOBART,07/01/2023,06/30/2024,180.0,259228292.0,450535043.0,1397412540.0,450535043.0,1401609686.0,339004345.0,306512924.0,32491421.0
150125,COMMUNITY HOSPITAL,IN,MUNSTER,07/01/2023,06/30/2024,405.0,510265159.0,1004408960.0,2557751528.0,1028721777.0,2636423077.0,649379538.0,609548170.0,39831368.0
150126,FRANCISCAN HEALTH CROWN POINT,IN,CROWN POINT,01/01/2023,12/31/2023,172.0,245229059.0,497996970.0,1197627882.0,512957537.0,1248559212.0,333809413.0,306098622.0,27710791.0
153045,COMMUNITY STROKE AND REHABILITATION,IN,CROWN POINT,07/01/2023,06/30/2024,35.0,26628185.0,40136520.0,101065621.0,40136520.0,101071652.0,32502090.0,28939252.0,3562838.0
160064,MERCYONE NORTH IOWA MEDICAL CENTER,IA,MASON CITY,07/01/2023,06/30/2024,199.0,312275917.0,498323883.0,1299692574.0,535344237.0,1522760423.0,436866984.0,518137826.0,-81270842.0
160069,MERCYONE DUBUQUE MEDICAL CENTER,IA,DUBUQUE,07/01/2023,06/30/2024,142.0,137892378.0,260768144.0,549323040.0,265757726.0,565907692.0,169310100.0,202953120.0,-33643020.0
160080,MERCYONE CLINTON MEDICAL CENTER,IA,CLINTON,07/01/2023,06/30/2024,107.0,86193264.0,108340574.0,387189572.0,114433571.0,450760456.0,125210906.0,138278955.0,-13068049.0
160153,MERCYONE SIOUXLAND MEDICAL CENTER,IA,SIOUX CITY,07/01/2023,06/30/2024,121.0,180896023.0,289447873.0,554616982.0,295980214.0,577237818.0,174303033.0,214560258.0,-40257225.0
161307,HANCOCK COUNTY HEALTH SYSTEM,IA,BRITT,07/01/2023,06/30/2024,25.0,26774431.0,5868223.0,52260248.0,6265309.0,58729418.0,32191450.0,32895982.0,-704532.0
161308,FRANKLIN GENERAL HOSPITAL,IA,HAMPTON,07/01/2023,06/30/2024,25.0,25987389.0,7828978.0,41019249.0,8005317.0,41954284.0,27231249.0,28374271.0,-1143022.0
161313,GENESIS MEDICAL CENTER - DEWITT,IA,DEWITT,07/01/2023,06/30/2024,13.0,25812741.0,2206162.0,62147799.0,2343955.0,65618948.0,33114487.0,26632323.0,6482164.0
161323,MITCHELL COUNTY REGIONAL HEALTH CENT,IA,OSAGE,07/01/2023,06/30/2024,25.0,31757683.0,4821263.0,64801106.0,5027037.0,68958814.0,38103203.0,37316143.0,787060.0
161325,GREENE COUNTY MEDICAL CENTER,IA,JEFFERSON,07/01/2023,06/30/2024,25.0,30604452.0,4300832.0,46503055.0,3981495.0,47773611.0,32929065.0,32605103.0,323962.0
161331,MERCY MEDICAL CENTER - NEW HAMPTON,IA,NEW HAMPTON,07/01/2023,06/30/2024,11.0,18151610.0,3533488.0,36899226.0,5110245.0,41807233.0,23930494.0,21206064.0,2724430.0
161335,PEOPLES MEMORIAL HOSPITAL,IA,INDEPENDENCE,07/01/2023,06/30/2024,25.0,48180642.0,6719383.0,99444036.0,8374384.0,107793456.0,56781186.0,57512848.0,-731662.0
161345,OSCEOLA REGIONAL HEALTH CENTER,IA,SIBLEY,07/01/2023,06/30/2024,25.0,12595943.0,2092356.0,27471655.0,2163732.0,29007767.0,14233261.0,15420268.0,-1187007.0
161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,IA,DENISON,07/01/2023,06/30/2024,25.0,37126167.0,5891116.0,60894818.0,7310333.0,64188152.0,43388780.0,40924604.0,2464176.0
170023,ST. CATHERINE - GARDEN CITY,KS,GARDEN CITY,07/01/2023,06/30/2024,90.0,84297173.0,104707338.0,316121371.0,104488013.0,343692797.0,106631524.0,113340649.0,-6709125.0
174022,OSAWATOMIE STATE HOSPITAL,KS,OSAWATOMIE,07/01/2023,06/30/2024,60.0,29381567.0,28995686.0,28995686.0,65653364.0,65653364.0,1516722.0,63637377.0,-62120655.0
192043,RIVERSIDE HOSPITAL OF LOUISIANA,LA,ALEXANDRIA,07/01/2023,06/30/2024,14.0,10287592.0,19951288.0,19951288.0,19951288.0,19951288.0,12348548.0,13102903.0,-754355.0
193074,UNITED MEDICAL HEALTHWEST -  NEW ORL,LA,GRETNA,07/01/2023,06/30/2024,20.0,5059882.0,6083689.0,6083689.0,6083689.0,6083689.0,4312816.0,5482547.0,-1169731.0
194079,RED RIVER BEHAVIORAL CENTER,LA,BOSSIER CITY,07/01/2023,06/30/2024,20.0,4258563.0,4669117.0,4669117.0,4669117.0,4669117.0,4276652.0,4442207.0,-165555.0
210018,MEDSTAR MONTGOMERY MEDICAL CENTER,MD,OLNEY,07/01/2023,06/30/2024,114.0,173062106.0,107876396.0,222956406.0,106687617.0,222956402.0,184074560.0,203366223.0,-19291663.0
210035,CIVISTA MEDICAL CENTER,MD,LA PLATA,07/01/2023,06/30/2024,98.0,130284746.0,105925279.0,190928090.0,106036059.0,192338684.0,168102638.0,158383973.0,9718665.0
210037,MEMORIAL EASTON,MD,219 SOUTH WASHINGTON STREET,07/01/2023,06/30/2024,115.0,196999747.0,140020624.0,324340290.0,140020625.0,345246890.0,290518025.0,288006197.0,2511828.0
230003,COREWELL HEALTH ZEELAND,MI,ZEELAND,07/01/2023,06/30/2024,55.0,74416935.0,68408371.0,315291107.0,64618639.0,315771061.0,112894548.0,91825796.0,21068752.0
230021,COREWELL HEALTH LAKELAND HOSPITALS,MI,ST. JOSEPH,07/01/2023,06/30/2024,225.0,408029492.0,498486508.0,1494303156.0,,,,537497295.0,-537497295.0
230041,BAY REGIONAL MEDICAL CENTER,MI,BAY CITY,10/01/2022,09/30/2023,234.0,289749839.0,542310815.0,1031172393.0,548279822.0,1121471498.0,295578874.0,326346701.0,-30767827.0
230078,LAKELAND COMMUNITY HOSP WATERVLIET,MI,WATERVLIET,07/01/2023,06/30/2024,26.0,40751733.0,23527859.0,130279049.0,23543226.0,141406569.0,53947061.0,47422618.0,6524443.0
230095,MYMICHIGAN MEDICAL CTR  WEST BRAN,MI,WEST BRANCH,07/01/2023,06/30/2024,88.0,58760273.0,32004909.0,156144105.0,32127248.0,174254202.0,68739954.0,74618194.0,-5878240.0
230097,MUNSON MEDICAL CENTER,MI,TRAVERSE CITY,07/01/2023,06/30/2024,401.0,690815064.0,1014859991.0,2281552072.0,1068237436.0,2399695151.0,799021195.0,812471654.0,-13450459.0
230110,COREWELL HEALTH LUDINGTON HOSPITAL,MI,LUDINGTON,07/01/2023,06/30/2024,39.0,94885512.0,49971512.0,298653920.0,48641655.0,301347910.0,117895544.0,115651311.0,2244233.0
230133,OTSEGO MEMORIAL HOSPITAL,MI,GAYLORD,07/01/2023,06/30/2024,46.0,100929245.0,43560650.0,274611235.0,43560649.0,293501438.0,122127957.0,120213576.0,1914381.0
